INV_ID,INV_NO,ANC_NUM,INV_CATL_NO,CATL_MODELE,MARQ,DATE_INSPECTION,CE_NO,ELEMENT,CATEGORIE,COULEUR,MATERIAU,CONDITION,INTERVENTION,EMPL_X,EMPL_Y,EMPL_Z,TERRITOIRE,STATUT,BASE,ANCRAGE,PARC,AIRE,EMPL_ID,ORDRE_AFFICHAGE,LONG,LAT
1685996,INV-1685996,SMU-262731,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297488.282,5045174.346,0,25;,Actif,NON,,,,1703769,2,-73.593637,45.546444
1685997,INV-1685997,SMU-262732,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297510.43,5045242.721,0,25;,Actif,NON,,,,1703770,2,-73.593354,45.54706
1685998,INV-1685998,SMU-262733,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297677.915,5045483.424,0,25;,Actif,NON,,,,1703771,2,-73.591213,45.549228
1685999,INV-1685999,SMU-262735,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297719.194,5045583.371,0,25;,Actif,NON,,,,1703772,2,-73.590685,45.550127
1686000,INV-1686000,SMU-262736,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297896.204,5045840.056,0,25;,Actif,NON,,,,1703773,2,-73.588422,45.552439
1686001,INV-1686001,SMU-262737,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297992.948,5045999.564,0,25;,Actif,NON,,,,1703774,2,-73.587185,45.553875
1686002,INV-1686002,SMU-262738,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297994.494,5046033.625,0,25;,Actif,NON,,,,1703775,2,-73.587166,45.554182
1686003,INV-1686003,SMU-262740,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,298627.659,5047064.415,0,25;,Actif,NON,,,,1703776,2,-73.579069,45.563463
1686004,INV-1686004,SMU-262741,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,295825.351,5044197.083,0,25;,Actif,NON,,,,1703777,2,-73.614915,45.537631
1686005,INV-1686005,SMU-262746,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296106.586,5044801.46,0,25;,Actif,NON,,,,1703778,2,-73.611325,45.543073
1686006,INV-1686006,SMU-262743,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,295894.86,5044236.356,0,25;,Actif,NON,,,,1703779,2,-73.614026,45.537986
1686007,INV-1686007,SMU-262744,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,295950.23,5044460.659,0,25;,Actif,NON,,,,1703780,2,-73.613321,45.540005
1686008,INV-1686008,SMU-262747,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296178.07,5044916.009,0,25;,Actif,NON,,,,1703781,2,-73.610411,45.544105
1686009,INV-1686009,SMU-262748,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296243.259,5045018.967,0,25;,Actif,NON,,,,1703782,2,-73.609578,45.545032
1686010,INV-1686010,SMU-262749,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300530.817,5047246.407,0,25;,Actif,NON,,,,1703783,2,-73.554691,45.565115
1686011,INV-1686011,SMU-262750,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300522.717,5047145.309,0,25;,Actif,NON,,,,1703784,2,-73.554794,45.564205
1686012,INV-1686012,SMU-262751,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300540.239,5046545.727,0,25;,Actif,NON,,,,1703785,2,-73.554564,45.55881
1686013,INV-1686013,SMU-262753,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300545.017,5046292.437,0,25;,Actif,NON,,,,1703786,2,-73.554501,45.556531
1686014,INV-1686014,SMU-262754,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300505.369,5045736.461,0,25;,Actif,NON,,,,1703787,2,-73.555004,45.551528
1686015,INV-1686015,SMU-262755,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300497.221,5045616.326,0,25;,Actif,NON,,,,1703788,2,-73.555107,45.550447
1686016,INV-1686016,SMU-262756,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300482.524,5045414.41,0,25;,Actif,NON,,,,1703789,2,-73.555293,45.54863
1686017,INV-1686017,SMU-262759,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300291.055,5044784.877,0,25;,Actif,NON,,,,1703790,2,-73.55774,45.542964
1686018,INV-1686018,SMU-262760,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,300203.781,5044563.12,0,25;,Actif,NON,,,,1703791,2,-73.558855,45.540968
1686019,INV-1686019,SMU-262769,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296285.12,5044008.116,0,25;,Actif,NON,,,,1703792,2,-73.609025,45.535937
1686020,INV-1686020,SMU-262762,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297055.593,5043509.326,0,25;,Actif,NON,,,,1703793,2,-73.599152,45.531457
1686021,INV-1686021,SMU-262763,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296894.359,5043612.634,0,25;,Actif,NON,,,,1703794,2,-73.601218,45.532385
1686022,INV-1686022,SMU-262766,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296642.179,5043776.859,0,25;,Actif,NON,,,,1703795,2,-73.604449,45.53386
1686023,INV-1686023,SMU-262767,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296528.94,5043849.977,0,25;,Actif,NON,,,,1703796,2,-73.6059,45.534517
1686024,INV-1686024,SMU-262768,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296403.197,5043931.417,0,25;,Actif,NON,,,,1703797,2,-73.607511,45.535248
1686025,INV-1686025,SMU-262770,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296106.693,5044123.902,0,25;,Actif,NON,,,,1703798,2,-73.611311,45.536976
1686026,INV-1686026,SMU-262772,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296029.87,5044148.607,0,25;,Actif,NON,,,,1703799,2,-73.612295,45.537198
1686027,INV-1686027,SMU-262773,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296076.409,5044118.241,0,25;,Actif,NON,,,,1703800,2,-73.611699,45.536925
1686028,INV-1686028,SMU-262774,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296218.5,5044026,0,25;,Actif,NON,,,,1703801,2,-73.609878,45.536097
1686029,INV-1686029,SMU-262775,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296335.903,5043950.286,0,25;,Actif,NON,,,,1703802,2,-73.608373,45.535417
1686030,INV-1686030,SMU-262776,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296440.906,5043881.5,0,25;,Actif,NON,,,,1703803,2,-73.607028,45.534799
1686031,INV-1686031,SMU-262778,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296616.451,5043768.303,0,25;,Actif,NON,,,,1703804,2,-73.604778,45.533783
1686032,INV-1686032,SMU-262779,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296706.198,5043709.506,0,25;,Actif,NON,,,,1703805,2,-73.603628,45.533255
1686033,INV-1686033,SMU-262780,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296861.166,5043609.473,0,25;,Actif,NON,,,,1703806,2,-73.601642,45.532356
1686034,INV-1686034,SMU-262781,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296727.752,5045145.424,0,25;,Actif,NON,,,,1703807,2,-73.603376,45.546176
1686035,INV-1686035,SMU-262782,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,296946.034,5045000.693,0,25;,Actif,NON,,,,1703808,2,-73.600578,45.544876
1686036,INV-1686036,SMU-262784,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297195.459,5044835.595,0,25;,Actif,NON,,,,1703809,2,-73.597381,45.543393
1686037,INV-1686037,SMU-262785,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297262.661,5044790.624,0,25;,Actif,NON,,,,1703810,2,-73.59652,45.542989
1686038,INV-1686038,SMU-262786,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-26,61,Support vélo SUV,Support vélo,,,,,297473.797,5044653.009,0,25;,Actif,NON,,,,1703811,2,-73.593815,45.541753
1686039,INV-1686039,SMU-262636,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296987.662,5044386.336,0,25;,Actif,NON,,,,1703812,2,-73.600035,45.539348
1686040,INV-1686040,SMU-262588,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296972.759,5043876.435,0,25;,Actif,NON,,,,1703813,2,-73.600218,45.53476
1686041,INV-1686041,SMU-262600,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296722.606,5044038.742,0,25;,Actif,NON,,,,1703814,2,-73.603424,45.536218
1686042,INV-1686042,SMU-262599,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296858.739,5043950.019,0,25;,Actif,NON,,,,1703815,2,-73.601679,45.535421
1686043,INV-1686043,SMU-262602,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296449.906,5044214.5,0,25;,Actif,NON,,,,1703816,2,-73.606918,45.537796
1686044,INV-1686044,SMU-262604,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296224.372,5044360.548,0,25;,Actif,NON,,,,1703817,2,-73.609809,45.539107
1686045,INV-1686045,SMU-262607,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296004.094,5044518,0,25;,Actif,NON,,,,1703818,2,-73.612632,45.540521
1686046,INV-1686046,SMU-262608,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296045.758,5044491.103,0,25;,Actif,NON,,,,1703819,2,-73.612098,45.54028
1686047,INV-1686047,SMU-262610,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296759.401,5044014.551,0,25;,Actif,NON,,,,1703820,2,-73.602952,45.536
1686048,INV-1686048,SMU-262612,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296952.824,5043904.438,0,25;,Actif,NON,,,,1703821,2,-73.600474,45.535012
1686049,INV-1686049,SMU-262615,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296618.735,5043812.226,0,25;,Actif,NON,,,,1703822,2,-73.60475,45.534178
1686050,INV-1686050,SMU-262616,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296649.844,5043859.73,0,25;,Actif,NON,,,,1703823,2,-73.604352,45.534606
1686972,INV-1686972,SMU-214714,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,294562.063,5038258.5,0,27;,Actif,NON,,,,1704745,2,-73.630967,45.484176
1686973,INV-1686973,SMU-214716,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,294626.32,5038218,0,27;,Actif,NON,,,,1704746,2,-73.630144,45.483813
1686975,INV-1686975,SMU-214721,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,294676.014,5038125.5,0,27;,Actif,NON,,,,1704748,2,-73.629506,45.482981
1686976,INV-1686976,SMU-214723,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,295441.969,5039473,0,27;,Actif,NON,,,,1704749,2,-73.619734,45.495117
1686977,INV-1686977,SMU-214727,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,295560.713,5040438,0,27;,Actif,NON,,,,1704750,2,-73.618233,45.503802
1686981,INV-1686981,SMU-219012,1195,Modèle à valider,Support à bicyclettes à valider,2007-11-12,61,Support vélo SUV,Support vélo,,,,,292779.308,5045689,0,24;,Actif,NON,,,,1704754,2,-73.653954,45.55101
1686982,INV-1686982,SMU-220358,1195,Modèle à valider,Support à bicyclettes à valider,2008-06-02,61,Support vélo SUV,Support vélo,,,,,296406.458,5037317,0,27;,Actif,NON,,,,1704755,2,-73.607356,45.475729
1686983,INV-1686983,SMU-220359,1195,Modèle à valider,Support à bicyclettes à valider,2008-06-02,61,Support vélo SUV,Support vélo,,,,,296358.198,5037256.5,0,27;,Actif,NON,,,,1704756,2,-73.607973,45.475184
1686984,INV-1686984,SMU-220360,1195,Modèle à valider,Support à bicyclettes à valider,2008-06-02,61,Support vélo SUV,Support vélo,,,,,296312.597,5037201,0,27;,Actif,NON,,,,1704757,2,-73.608555,45.474684
1686985,INV-1686985,SMU-220361,1195,Modèle à valider,Support à bicyclettes à valider,2008-06-02,61,Support vélo SUV,Support vélo,,,,,296246.452,5037122,0,27;,Actif,NON,,,,1704758,2,-73.6094,45.473972
1686986,INV-1686986,SMU-220362,1195,Modèle à valider,Support à bicyclettes à valider,2008-06-02,61,Support vélo SUV,Support vélo,,,,,296190.617,5037082.5,0,27;,Actif,NON,,,,1704759,2,-73.610113,45.473616
1687073,INV-1687073,SMU-305251,1195,Modèle à valider,Support à bicyclettes à valider,2010-05-27,61,Support vélo SUV,Support vélo,,,,,299847.759,5037459.286,0,21;,Actif,NON,,,,1704846,2,-73.563342,45.477042
1687077,INV-1687077,SMU-305811,1195,Modèle à valider,Support à bicyclettes à valider,2010-06-16,61,Support vélo SUV,Support vélo,,,,,300306.129,5037412.746,0,21;,Actif,NON,,,,1704850,2,-73.557479,45.476626
1687078,INV-1687078,SMU-305812,1195,Modèle à valider,Support à bicyclettes à valider,2010-06-16,61,Support vélo SUV,Support vélo,,,,,300311.178,5037424.619,0,21;,Actif,NON,,,,1704851,2,-73.557415,45.476733
1687154,INV-1687154,SMU-309775,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294491.704,5040579.862,0,27;,Actif,NON,,"KENT, DE",,1704927,2,-73.631915,45.505064
1687155,INV-1687155,SMU-309777,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294656.578,5040624.755,0,27;,Actif,NON,,"KENT, DE",,1704928,2,-73.629806,45.50547
1687156,INV-1687156,SMU-309779,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294660.776,5040632.021,0,27;,Actif,NON,,"KENT, DE",,1704929,2,-73.629753,45.505536
1687157,INV-1687157,SMU-309780,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294663.198,5040636.058,0,27;,Actif,NON,,"KENT, DE",,1704930,2,-73.629722,45.505572
1687159,INV-1687159,SMU-309785,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294505.834,5040348.539,0,27;,Actif,NON,,"KENT, DE",,1704932,2,-73.63173,45.502982
1687160,INV-1687160,SMU-309786,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294507.287,5040351.284,0,27;,Actif,NON,,"KENT, DE",,1704933,2,-73.631711,45.503007
1687173,INV-1687173,SMU-309802,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294359.127,5040400.94,0,27;,Actif,NON,,"KENT, DE",,1704946,2,-73.633608,45.503452
1687174,INV-1687174,SMU-309803,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294361.549,5040404.654,0,27;,Actif,NON,,"KENT, DE",,1704947,2,-73.633577,45.503485
1687177,INV-1687177,SMU-309807,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294400.467,5040177.771,0,27;,Actif,NON,,"KENT, DE",,1704950,2,-73.633074,45.501444
1687189,INV-1687189,SMU-309820,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,293123.405,5038939.91,0,27;,Actif,NON,,MCLYNN,,1704962,2,-73.649386,45.490285
1687220,INV-1687220,SMU-309876,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,296308.063,5036621,0,27;,Actif,NON,,GEORGES-SAINT-PIERRE,,1704993,2,-73.608603,45.469465
1687252,INV-1687252,SMU-309922,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294406.22,5038886.009,0,27;,Actif,NON,,MACKENZIE-KING,,1705025,2,-73.632973,45.48982
1687266,INV-1687266,SMU-309939,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295377.475,5039655.321,0,27;,Actif,NON,,JEAN-BRILLANT,,1705039,2,-73.620562,45.496757
1687267,INV-1687267,SMU-309940,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295378.984,5039654.472,0,27;,Actif,NON,,JEAN-BRILLANT,,1705040,2,-73.620543,45.496749
1687274,INV-1687274,SMU-309951,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295459.449,5039610.765,0,27;,Actif,NON,,JEAN-BRILLANT,,1705047,2,-73.619513,45.496357
1687275,INV-1687275,SMU-309953,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295464.543,5039618.877,0,27;,Actif,NON,,JEAN-BRILLANT,,1705048,2,-73.619448,45.49643
1687297,INV-1687297,SMU-309992,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,293498.217,5039285.247,0,27;,Actif,NON,,NELSON MANDELA,,1705070,2,-73.644599,45.493399
1687298,INV-1687298,SMU-309993,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,293496.519,5039282.417,0,27;,Actif,NON,,NELSON MANDELA,,1705071,2,-73.644621,45.493373
1687318,INV-1687318,SMU-310027,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,293696.762,5039593.264,0,27;,Actif,NON,,NELSON MANDELA,,1705091,2,-73.642066,45.496174
1687320,INV-1687320,SMU-310029,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,292678.826,5039989.06,0,27;,Actif,NON,,"SAVANE, DE LA",,1705093,2,-73.6551,45.499718
1687546,INV-1687546,SMU-310391,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295791.918,5036993.094,0,27;,Actif,NON,,NOTRE-DAME-DE-GRÂCE,,1705319,2,-73.615211,45.472806
1687547,INV-1687547,SMU-310393,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295792.484,5036989.698,0,27;,Actif,NON,,NOTRE-DAME-DE-GRÂCE,,1705320,2,-73.615203,45.472776
1687548,INV-1687548,SMU-310394,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295790.692,5036990.924,0,27;,Actif,NON,,NOTRE-DAME-DE-GRÂCE,,1705321,2,-73.615226,45.472787
1687552,INV-1687552,SMU-309823,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294121.447,5038187.78,0,27;,Actif,NON,,MACDONALD,,1705325,2,-73.636602,45.483533
1687557,INV-1687557,SMU-309824,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294168.214,5038265.002,0,27;,Actif,NON,,MACDONALD,,1705330,2,-73.636005,45.484229
1687600,INV-1687600,SMU-310392,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295793.899,5036991.679,0,27;,Actif,NON,,NOTRE-DAME-DE-GRÂCE,,1705373,2,-73.615185,45.472794
1687601,INV-1687601,SMU-310341,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295856.307,5037065.58,0,27;,Actif,NON,,NOTRE-DAME-DE-GRÂCE,,1705374,2,-73.614389,45.47346
1687614,INV-1687614,SMU-310487,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295386.438,5038199.5,0,27;,Actif,NON,,MAURICE-CULLEN,,1705387,2,-73.62042,45.483657
1687615,INV-1687615,SMU-310489,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295389.438,5038203,0,27;,Actif,NON,,MAURICE-CULLEN,,1705388,2,-73.620382,45.483688
1687651,INV-1687651,SMU-310540,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294439.363,5035612.205,0,27;,Actif,NON,,TRENHOLME,,1705424,2,-73.63248,45.460362
1687652,INV-1687652,SMU-310542,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294442.618,5035618.006,0,27;,Actif,NON,,TRENHOLME,,1705425,2,-73.632439,45.460414
1687671,INV-1687671,SMU-310574,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294522.564,5035722.997,0,27;,Actif,NON,,TRENHOLME,,1705444,2,-73.631419,45.46136
1687672,INV-1687672,SMU-310575,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294523.838,5035722.148,0,27;,Actif,NON,,TRENHOLME,,1705445,2,-73.631402,45.461352
1687679,INV-1687679,SMU-310589,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294247.106,5037168.522,0,27;,Actif,NON,,SOMERLED,,1705452,2,-73.634972,45.474363
1687695,INV-1687695,SMU-310616,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,294578.698,5037970.793,0,27;,Actif,NON,,JOSÉ-RIZAL,,1705468,2,-73.630748,45.481588
1687711,INV-1687711,SMU-310633,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,293736.499,5040724.81,0,2;,Actif,NON,,ROMÉO-CHARETTE,,1705484,2,-73.641583,45.506357
1687773,INV-1687773,SMU-310735,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,293664.413,5036996.94,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705546,2,-73.642421,45.47281
1687774,INV-1687774,SMU-310736,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,293661.654,5036998.85,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705547,2,-73.642456,45.472828
1687819,INV-1687819,SMU-310799,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,294046.61,5036847.53,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705592,2,-73.63753,45.471472
1687820,INV-1687820,SMU-310800,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,294042.365,5036850.36,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705593,2,-73.637584,45.471497
1687821,INV-1687821,SMU-310802,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,294034.253,5036855.642,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705594,2,-73.637688,45.471545
1687822,INV-1687822,SMU-310803,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,294026.14,5036860.17,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705595,2,-73.637792,45.471585
1687823,INV-1687823,SMU-310805,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,294003.406,5036811.589,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705596,2,-73.638081,45.471148
1687824,INV-1687824,SMU-310807,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,294008.595,5036819.513,0,27;,Actif,NON,,"CONFÉDÉRATION, DE LA",,1705597,2,-73.638015,45.471219
1687831,INV-1687831,SMU-310818,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,293112.349,5035319.766,0,27;,Actif,NON,,WILLIAM-BOWIE,,1705604,2,-73.649442,45.457709
1687832,INV-1687832,SMU-310819,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,293114.613,5035324.577,0,27;,Actif,NON,,WILLIAM-BOWIE,,1705605,2,-73.649413,45.457753
1687849,INV-1687849,SMU-310848,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-09,61,Support vélo SUV,Support vélo,,,,,294499.047,5036696.09,0,27;,Actif,NON,,WILLIAM-HURST,,1705622,2,-73.63174,45.470116
1687935,INV-1687935,SMU-315858,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-01,61,Support vélo SUV,Support vélo,,,,,298414.663,5042710.956,0,22;,Actif,NON,,,,1705708,2,-73.581741,45.524287
