INV_ID,INV_NO,ANC_NUM,INV_CATL_NO,CATL_MODELE,MARQ,DATE_INSPECTION,CE_NO,ELEMENT,CATEGORIE,COULEUR,MATERIAU,CONDITION,INTERVENTION,EMPL_X,EMPL_Y,EMPL_Z,TERRITOIRE,STATUT,BASE,ANCRAGE,PARC,AIRE,EMPL_ID,ORDRE_AFFICHAGE,LONG,LAT
1687936,INV-1687936,SMU-315859,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-01,61,Support vélo SUV,Support vélo,,,,,298408.866,5042714.709,0,22;,Actif,NON,,,,1705709,2,-73.581815,45.524321
1687937,INV-1687937,SMU-315860,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-01,61,Support vélo SUV,Support vélo,,,,,298398.086,5042721.788,0,22;,Actif,NON,,,,1705710,2,-73.581953,45.524384
1687938,INV-1687938,SMU-315861,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-01,61,Support vélo SUV,Support vélo,,,,,298386.862,5042729.253,0,22;,Actif,NON,,,,1705711,2,-73.582097,45.524452
1687955,INV-1687955,SMU-315882,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-01,61,Support vélo SUV,Support vélo,,,,,298419.825,5042728.727,0,22;,Actif,NON,,GÉRALD-GODIN,,1705728,2,-73.581675,45.524447
1687956,INV-1687956,SMU-315883,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-01,61,Support vélo SUV,Support vélo,,,,,298416.406,5042730.642,0,22;,Actif,NON,,GÉRALD-GODIN,,1705729,2,-73.581719,45.524464
1687986,INV-1687986,SMU-315918,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,299435.22,5042128.827,0,22;,Actif,NON,,J.-Z.-LÉON-PATENAUDE,,1705759,2,-73.56867,45.519058
1688013,INV-1688013,SMU-315959,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298502.109,5044237.203,0,22;,Actif,NON,,DE LORIMIER,,1705786,2,-73.580641,45.538022
1688014,INV-1688014,SMU-315960,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298506.684,5044234.207,0,22;,Actif,NON,,DE LORIMIER,,1705787,2,-73.580583,45.537995
1688015,INV-1688015,SMU-315962,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298531.015,5044164.596,0,22;,Actif,NON,,DE LORIMIER,,1705788,2,-73.58027,45.537369
1688072,INV-1688072,SMU-316028,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298051.958,5042940.618,0,22;,Actif,NON,,RIVARD / GILFORD,,1705845,2,-73.586387,45.52635
1688073,INV-1688073,SMU-316029,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298047.524,5042942.959,0,22;,Actif,NON,,RIVARD / GILFORD,,1705846,2,-73.586444,45.526371
1688218,INV-1688218,SMU-316219,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,297794.091,5043655.599,0,22;,Actif,NON,,SIR-WILFRID-LAURIER,,1705991,2,-73.589699,45.532781
1688236,INV-1688236,SMU-316239,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,297971.008,5043527.44,0,22;,Actif,NON,,SIR-WILFRID-LAURIER,,1706009,2,-73.587432,45.53163
1688237,INV-1688237,SMU-316240,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,297977.699,5043523.571,0,22;,Actif,NON,,SIR-WILFRID-LAURIER,,1706010,2,-73.587346,45.531595
1688284,INV-1688284,SMU-316303,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298064.119,5042678.63,0,22;,Actif,NON,,VILLENEUVE,,1706057,2,-73.586228,45.523993
1688285,INV-1688285,SMU-316304,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298118.201,5042694.11,0,22;,Actif,NON,,VILLENEUVE,,1706058,2,-73.585536,45.524133
1689143,INV-1689143,SMU-134156,1195,Modèle à valider,Support à bicyclettes à valider,2007-09-12,61,Support vélo SUV,Support vélo,,,,,294095.48,5040364.5,0,27;,Actif,NON,,,,1706916,2,-73.636981,45.50312
1689145,INV-1689145,SMU-214713,1195,Modèle à valider,Support à bicyclettes à valider,2007-09-11,61,Support vélo SUV,Support vélo,,,,,295833.955,5037293,0,27;,Actif,NON,,,,1706918,2,-73.614679,45.475506
1689146,INV-1689146,SMU-214715,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,294637.599,5038211.5,0,27;,Actif,NON,,,,1706919,2,-73.629999,45.483754
1689148,INV-1689148,SMU-214720,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,294669.634,5038115.5,0,27;,Actif,NON,,,,1706921,2,-73.629588,45.482891
1689149,INV-1689149,SMU-214722,1195,Modèle à valider,Support à bicyclettes à valider,2007-06-11,61,Support vélo SUV,Support vélo,,,,,295514.809,5039519,0,27;,Actif,NON,,,,1706922,2,-73.618803,45.495532
1689150,INV-1689150,SMU-214724,1195,Modèle à valider,Support à bicyclettes à valider,2007-09-12,61,Support vélo SUV,Support vélo,,,,,295261.257,5039607,0,27;,Actif,NON,,,,1706923,2,-73.622049,45.496321
1689151,INV-1689151,SMU-214726,1195,Modèle à valider,Support à bicyclettes à valider,2010-12-08,61,Support vélo SUV,Support vélo,,,,,295611.229,5039614.5,0,27;,Actif,NON,,,,1706924,2,-73.617571,45.496393
1689158,INV-1689158,SMU-218553,1195,Modèle à valider,Support à bicyclettes à valider,2007-09-12,61,Support vélo SUV,Support vélo,,,,,295355.906,5039547,0,27;,Actif,NON,,,,1706931,2,-73.620836,45.495782
1689159,INV-1689159,SMU-218789,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,291644.659,5046177,0,24;,Actif,NON,,,,1706932,2,-73.668499,45.555381
1689160,INV-1689160,SMU-218796,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,293390.386,5048572,0,24;,Actif,NON,,,,1706933,2,-73.646195,45.576963
1689161,INV-1689161,SMU-218798,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,293482.668,5048728,0,24;,Actif,NON,,,,1706934,2,-73.645016,45.578368
1689162,INV-1689162,SMU-218799,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292614.002,5047074.5,0,24;,Actif,NON,,,,1706935,2,-73.656106,45.563475
1689163,INV-1689163,SMU-218801,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292494.258,5046787.5,0,24;,Actif,NON,,,,1706936,2,-73.657633,45.56089
1689164,INV-1689164,SMU-218803,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,293102.667,5048088,0,24;,Actif,NON,,,,1706937,2,-73.64987,45.572603
1689165,INV-1689165,SMU-218805,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,293200.032,5048247,0,24;,Actif,NON,,,,1706938,2,-73.648627,45.574035
1689166,INV-1689166,SMU-218807,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292831.784,5047626,0,24;,Actif,NON,,,,1706939,2,-73.653329,45.568441
1689167,INV-1689167,SMU-218808,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292328.891,5046387.5,0,24;,Actif,NON,,,,1706940,2,-73.659741,45.557288
1689168,INV-1689168,SMU-218810,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292385.007,5046482.5,0,24;,Actif,NON,,,,1706941,2,-73.659024,45.558143
1689169,INV-1689169,SMU-218812,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292630.546,5047070.5,0,24;,Actif,NON,,,,1706942,2,-73.655894,45.563439
1689170,INV-1689170,SMU-218814,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292657.471,5047137,0,24;,Actif,NON,,,,1706943,2,-73.655551,45.564038
1689171,INV-1689171,SMU-218816,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292586.449,5047008,0,24;,Actif,NON,,,,1706944,2,-73.656457,45.562876
1689172,INV-1689172,SMU-218817,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292534.44,5046841,0,24;,Actif,NON,,,,1706945,2,-73.657119,45.561372
1689173,INV-1689173,SMU-218819,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292338.589,5046413,0,24;,Actif,NON,,,,1706946,2,-73.659617,45.557517
1689174,INV-1689174,SMU-218821,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,293765.175,5045296,0,24;,Actif,NON,,,,1706947,2,-73.641319,45.54749
1689175,INV-1689175,SMU-218823,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,293382.617,5045438.5,0,24;,Actif,NON,,,,1706948,2,-73.646222,45.548766
1689176,INV-1689176,SMU-218824,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,293216.444,5045524.5,0,24;,Actif,NON,,,,1706949,2,-73.648352,45.549537
1689177,INV-1689177,SMU-218826,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292961.635,5045613,0,24;,Actif,NON,,,,1706950,2,-73.651617,45.550329
1689178,INV-1689178,SMU-218828,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292709.362,5045736,0,24;,Actif,NON,,,,1706951,2,-73.654851,45.551432
1689179,INV-1689179,SMU-218830,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-26,61,Support vélo SUV,Support vélo,,,,,292256.357,5045906.5,0,24;,Actif,NON,,,,1706952,2,-73.660657,45.552958
1689180,INV-1689180,SMU-218832,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-29,61,Support vélo SUV,Support vélo,,,,,291937.701,5046039,0,24;,Actif,NON,,,,1706953,2,-73.664742,45.554145
1689181,INV-1689181,SMU-218833,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-29,61,Support vélo SUV,Support vélo,,,,,291862.396,5046087.5,0,24;,Actif,NON,,,,1706954,2,-73.665708,45.55458
1689182,INV-1689182,SMU-218835,1195,Modèle à valider,Support à bicyclettes à valider,2007-10-29,61,Support vélo SUV,Support vélo,,,,,292241.709,5046137,0,24;,Actif,NON,,,,1706955,2,-73.660851,45.555032
1689199,INV-1689199,SMU-315670,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-01,61,Support vélo SUV,Support vélo,,,,,298024.958,5043033.687,0,22;,Actif,NON,,BERRI / SAINT-JOSEPH,,1706972,2,-73.586734,45.527188
1689241,INV-1689241,SMU-315961,1195,Modèle à valider,Support à bicyclettes à valider,2011-08-02,61,Support vélo SUV,Support vélo,,,,,298552.276,5044200.388,0,22;,Actif,NON,,DE LORIMIER,,1707014,2,-73.579998,45.537691
1689316,INV-1689316,SMU-268719,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,298488.397,5046179.574,0,25;,Actif,NON,,,,1707089,2,-73.580842,45.5555
1689317,INV-1689317,SMU-268721,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,297920.237,5044550.878,0,25;,Actif,NON,,,,1707090,2,-73.588096,45.540839
1689318,INV-1689318,SMU-268724,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,299104.199,5045696.982,0,25;,Actif,NON,,,,1707091,2,-73.572949,45.551162
1689319,INV-1689319,SMU-268726,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,295604.06,5043556.852,0,25;,Actif,NON,,,,1707092,2,-73.617736,45.531867
1689320,INV-1689320,SMU-268729,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,297134.731,5044899.148,0,25;,Actif,NON,,,,1707093,2,-73.59816,45.543964
1689321,INV-1689321,SMU-268732,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,296397.768,5043334.571,0,25;,Actif,NON,,,,1707094,2,-73.607571,45.529877
1689322,INV-1689322,SMU-268735,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,297582.647,5044673.612,0,25;,Actif,NON,,,,1707095,2,-73.592421,45.54194
1689323,INV-1689323,SMU-268738,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,297929.543,5045564.789,0,25;,Actif,NON,,,,1707096,2,-73.587991,45.549962
1689324,INV-1689324,SMU-268740,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,296759.003,5044654.173,0,25;,Actif,NON,,,,1707097,2,-73.602968,45.541756
1689325,INV-1689325,SMU-268743,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,296451.688,5043578.967,0,25;,Actif,NON,,,,1707098,2,-73.606885,45.532077
1689326,INV-1689326,SMU-268745,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,297206.293,5043725.786,0,25;,Actif,NON,,,,1707099,2,-73.597226,45.533407
1689327,INV-1689327,SMU-268748,1195,Modèle à valider,Support à bicyclettes à valider,2009-10-02,61,Support vélo SUV,Support vélo,,,,,297011.58,5044424.014,0,25;,Actif,NON,,,,1707100,2,-73.59973,45.539688
1689558,INV-1689558,SMU-262845,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297152.107,5045862.609,0,25;,Actif,NON,,,,1707331,2,-73.597953,45.552634
1689559,INV-1689559,SMU-262847,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297303.544,5046108.676,0,25;,Actif,NON,,,,1707332,2,-73.596017,45.55485
1689560,INV-1689560,SMU-262850,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297533.458,5046482.778,0,25;,Actif,NON,,,,1707333,2,-73.593078,45.558219
1689561,INV-1689561,SMU-262852,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297870.469,5047031.783,0,25;,Actif,NON,,,,1707334,2,-73.588769,45.563162
1689562,INV-1689562,SMU-262855,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,296695.765,5045151.437,0,25;,Actif,NON,,,,1707335,2,-73.603786,45.54623
1689563,INV-1689563,SMU-262858,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,296090.5,5044207,0,25;,Actif,NON,,,,1707336,2,-73.61152,45.537724
1689564,INV-1689564,SMU-262862,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,295819.587,5043842.96,0,25;,Actif,NON,,,,1707337,2,-73.614982,45.534445
1689565,INV-1689565,SMU-262866,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,299287.621,5046175.972,0,25;,Actif,NON,,,,1707338,2,-73.570605,45.555474
1689566,INV-1689566,SMU-262870,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,299393.403,5046457.247,0,25;,Actif,NON,,,,1707339,2,-73.569253,45.558006
1689567,INV-1689567,SMU-262872,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,299190.522,5045957.857,0,25;,Actif,NON,,,,1707340,2,-73.571846,45.553511
1689568,INV-1689568,SMU-262876,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,299090.693,5045660.461,0,25;,Actif,NON,,,,1707341,2,-73.573121,45.550834
1689569,INV-1689569,SMU-262878,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,296653.542,5045086.959,0,25;,Actif,NON,,,,1707342,2,-73.604325,45.545649
1689570,INV-1689570,SMU-262881,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297086.992,5045755.245,0,25;,Actif,NON,,,,1707343,2,-73.598785,45.551667
1689571,INV-1689571,SMU-262884,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297957.333,5045942.024,0,25;,Actif,NON,,,,1707344,2,-73.587641,45.553357
1689572,INV-1689572,SMU-262886,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,296745.266,5044038.666,0,25;,Actif,NON,,,,1707345,2,-73.603133,45.536217
1689573,INV-1689573,SMU-262889,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,299311.124,5048151.671,0,25;,Actif,NON,,,,1707346,2,-73.570326,45.573252
1689574,INV-1689574,SMU-262892,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,295920,5044245.5,0,25;,Actif,NON,,,,1707347,2,-73.613704,45.538068
1689575,INV-1689575,SMU-262894,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,296164.071,5043704.934,0,25;,Actif,NON,,,,1707348,2,-73.610569,45.533207
1689576,INV-1689576,SMU-262897,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,298694.139,5047141.644,0,25;,Actif,NON,,,,1707349,2,-73.578219,45.564159
1689577,INV-1689577,SMU-262899,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297131.418,5044877.556,0,25;,Actif,NON,,,,1707350,2,-73.598202,45.54377
1689578,INV-1689578,SMU-262902,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297023.984,5044442.724,0,25;,Actif,NON,,,,1707351,2,-73.599571,45.539856
1689579,INV-1689579,SMU-262905,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297121.93,5044625.59,0,25;,Actif,NON,,,,1707352,2,-73.59832,45.541503
1689580,INV-1689580,SMU-262907,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,296342.131,5043976.876,0,25;,Actif,NON,,,,1707353,2,-73.608294,45.535656
1689581,INV-1689581,SMU-262911,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297115.677,5044042.541,0,25;,Actif,NON,,,,1707354,2,-73.598391,45.536256
1689582,INV-1689582,SMU-262913,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,295913.162,5043648.083,0,25;,Actif,NON,,,,1707355,2,-73.613781,45.532692
1689583,INV-1689583,SMU-262916,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,295672.548,5043787.182,0,25;,Actif,NON,,,,1707356,2,-73.616864,45.533941
1689584,INV-1689584,SMU-262920,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,295569.552,5043852.886,0,25;,Actif,NON,,,,1707357,2,-73.618184,45.534531
1689585,INV-1689585,SMU-262922,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,298882.894,5045173.781,0,25;,Actif,NON,,,,1707358,2,-73.575777,45.546453
1689586,INV-1689586,SMU-262925,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,298949.401,5045367.191,0,25;,Actif,NON,,,,1707359,2,-73.574927,45.548194
1689587,INV-1689587,SMU-262928,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,299021.583,5045534.349,0,25;,Actif,NON,,,,1707360,2,-73.574005,45.549698
1689588,INV-1689588,SMU-262930,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,299048.75,5045596.677,0,25;,Actif,NON,,,,1707361,2,-73.573658,45.550259
1689589,INV-1689589,SMU-262933,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-27,61,Support vélo SUV,Support vélo,,,,,297606.406,5045398.181,0,25;,Actif,NON,,,,1707362,2,-73.592127,45.54846
1689590,INV-1689590,SMU-263133,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297887.115,5047089.206,0,26;,Actif,NON,,,,1707363,2,-73.588556,45.563679
1689591,INV-1689591,SMU-263137,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297722.685,5046822.574,0,26;,Actif,NON,,,,1707364,2,-73.590659,45.561278
1689592,INV-1689592,SMU-263140,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297518.607,5046489.232,0,26;,Actif,NON,,,,1707365,2,-73.593268,45.558277
1689593,INV-1689593,SMU-263142,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297341.416,5046201.636,0,26;,Actif,NON,,,,1707366,2,-73.595533,45.555687
1689594,INV-1689594,SMU-263146,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,296963,5045578.242,0,26;,Actif,NON,,,,1707367,2,-73.60037,45.550073
1689595,INV-1689595,SMU-263150,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,296735.787,5045210.978,0,26;,Actif,NON,,,,1707368,2,-73.603274,45.546766
1689596,INV-1689596,SMU-263154,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,296002.084,5043008.53,0,25;,Actif,NON,,,,1707369,2,-73.612631,45.526939
1689597,INV-1689597,SMU-263157,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297701.557,5044502.468,0,25;,Actif,NON,,,,1707370,2,-73.590896,45.540401
1689598,INV-1689598,SMU-263159,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297844.015,5044802.846,0,25;,Actif,NON,,,,1707371,2,-73.589076,45.543105
1689599,INV-1689599,SMU-263173,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,298774.519,5047272.991,0,25;,Actif,NON,,,,1707372,2,-73.577191,45.565341
1689600,INV-1689600,SMU-263181,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297389.456,5045009.422,0,25;,Actif,NON,,,,1707373,2,-73.5949,45.544959
1689601,INV-1689601,SMU-263184,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297730.163,5045088.485,0,25;,Actif,NON,,,,1707374,2,-73.590538,45.545674
1689602,INV-1689602,SMU-263224,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,299320.73,5048166.944,0,25;,Actif,NON,,,,1707375,2,-73.570203,45.57339
1689603,INV-1689603,SMU-263227,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,295961.551,5044193.419,0,25;,Actif,NON,,,,1707376,2,-73.613171,45.5376
1689604,INV-1689604,SMU-263229,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-09,61,Support vélo SUV,Support vélo,,,,,297091.833,5044928.701,0,25;,Actif,NON,,,,1707377,2,-73.59871,45.54423
1689605,INV-1689605,SMU-263250,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-10,61,Support vélo SUV,Support vélo,,,,,299230.768,5048020.147,0,25;,Actif,NON,,,,1707378,2,-73.571354,45.572068
1689606,INV-1689606,SMU-263253,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-11,61,Support vélo SUV,Support vélo,,,,,295783.15,5043733.262,0,25;,Actif,NON,,,,1707379,2,-73.615447,45.533457
1689607,INV-1689607,SMU-263256,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-11,61,Support vélo SUV,Support vélo,,,,,295737.946,5043744.153,0,25;,Actif,NON,,,,1707380,2,-73.616026,45.533555
1689608,INV-1689608,SMU-263259,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-11,61,Support vélo SUV,Support vélo,,,,,297395.211,5045670.129,0,25;,Actif,NON,,,,1707381,2,-73.594836,45.550905
1689609,INV-1689609,SMU-263261,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-11,61,Support vélo SUV,Support vélo,,,,,296860.766,5043948.77,0,25;,Actif,NON,,,,1707382,2,-73.601653,45.53541
1689610,INV-1689610,SMU-263264,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-11,61,Support vélo SUV,Support vélo,,,,,296543.821,5044289.671,0,25;,Actif,NON,,,,1707383,2,-73.605717,45.538473
1689611,INV-1689611,SMU-263267,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-11,61,Support vélo SUV,Support vélo,,,,,297378.593,5044533.096,0,25;,Actif,NON,,PÈRE-MARQUETTE,,1707384,2,-73.595032,45.540673
1689612,INV-1689612,SMU-263285,1195,Modèle à valider,Support à bicyclettes à valider,2009-03-11,61,Support vélo SUV,Support vélo,,,,,299100.633,5045743.241,0,25;,Actif,NON,,,,1707385,2,-73.572995,45.551579
1689785,INV-1689785,SMU-262585,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296999.469,5043859.5,0,25;,Actif,NON,,,,1707558,2,-73.599876,45.534608
1689786,INV-1689786,SMU-262598,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296947.624,5043892.517,0,25;,Actif,NON,,,,1707559,2,-73.60054,45.534904
1689787,INV-1689787,SMU-262601,1195,Modèle à valider,Support à bicyclettes à valider,2009-02-23,61,Support vélo SUV,Support vélo,,,,,296530.519,5044162.532,0,25;,Actif,NON,,,,1707560,2,-73.605885,45.537329
